Zone;Sub Zone;Category;Date;Count;Location
France;Saint Barthelemy;Recovered;2020-08-12;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-02-09;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-01-30;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-08-19;9;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-08-02;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-02-22;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-16;6;17.9,-62.8333
France;Saint Pierre and Miquelon;Recovered;2020-02-15;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-02-09;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-02-27;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-05-19;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-06-21;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-03-08;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-07-18;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-09-26;6;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-04-10;0;46.8852,-56.3159
France;St Martin;Recovered;2020-08-17;49;18.0708,-63.0501
France;St Martin;Recovered;2020-05-08;30;18.0708,-63.0501
France;St Martin;Recovered;2020-05-11;30;18.0708,-63.0501
France;St Martin;Recovered;2020-02-06;0;18.0708,-63.0501
France;St Martin;Recovered;2020-02-03;0;18.0708,-63.0501
France;St Martin;Recovered;2020-08-01;41;18.0708,-63.0501
France;St Martin;Recovered;2020-02-02;0;18.0708,-63.0501
France;St Martin;Recovered;2020-02-22;0;18.0708,-63.0501
France;St Martin;Recovered;2020-09-09;107;18.0708,-63.0501
France;St Martin;Recovered;2020-03-13;0;18.0708,-63.0501
France;;Recovered;2020-05-25;63542;46.2276,2.2137
France;;Recovered;2020-01-27;0;46.2276,2.2137
France;;Recovered;2020-06-04;67510;46.2276,2.2137
France;;Recovered;2020-05-04;50438;46.2276,2.2137
France;;Recovered;2020-03-08;12;46.2276,2.2137
France;;Recovered;2020-05-20;61713;46.2276,2.2137
France;;Recovered;2020-03-04;12;46.2276,2.2137
France;;Recovered;2020-02-10;0;46.2276,2.2137
France;;Recovered;2020-09-08;74569;46.2276,2.2137
France;;Recovered;2020-05-27;64503;46.2276,2.2137
France;French Guiana;Deaths;2020-02-24;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-05;16;3.9339,-53.1258
France;French Guiana;Deaths;2020-09-20;65;3.9339,-53.1258
France;French Guiana;Deaths;2020-01-30;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-05-19;1;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-03;16;3.9339,-53.1258
France;French Polynesia;Deaths;2020-06-16;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-02-16;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-08-26;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-02-09;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-04;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-03-17;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-19;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-09;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-09-18;2;-17.6797,149.4068
France;French Polynesia;Deaths;2020-03-04;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-09-06;0;-17.6797,149.4068
France;Guadeloupe;Deaths;2020-06-17;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-04-03;7;16.265,-61.551
France;Guadeloupe;Deaths;2020-03-23;1;16.265,-61.551
France;Guadeloupe;Deaths;2020-04-23;12;16.265,-61.551
France;Guadeloupe;Deaths;2020-01-27;0;16.265,-61.551
France;Guadeloupe;Deaths;2020-08-25;15;16.265,-61.551
France;Guadeloupe;Deaths;2020-08-14;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-09-09;23;16.265,-61.551
France;Guadeloupe;Deaths;2020-07-01;14;16.265,-61.551
France;French Guiana;Confirmed;2020-07-08;5459;3.9339,-53.1258
France;French Guiana;Confirmed;2020-03-12;5;3.9339,-53.1258
France;French Guiana;Confirmed;2020-07-22;6883;3.9339,-53.1258
France;French Guiana;Confirmed;2020-07-05;4913;3.9339,-53.1258
France;French Guiana;Confirmed;2020-09-14;9552;3.9339,-53.1258
France;French Guiana;Confirmed;2020-03-18;11;3.9339,-53.1258
France;French Guiana;Confirmed;2020-04-29;125;3.9339,-53.1258
France;French Guiana;Confirmed;2020-08-30;9076;3.9339,-53.1258
France;French Guiana;Confirmed;2020-07-13;6170;3.9339,-53.1258
France;French Guiana;Confirmed;2020-04-26;111;3.9339,-53.1258
France;French Guiana;Confirmed;2020-03-06;0;3.9339,-53.1258
France;French Guiana;Confirmed;2020-05-26;384;3.9339,-53.1258
France;French Guiana;Confirmed;2020-07-14;6229;3.9339,-53.1258
France;French Polynesia;Confirmed;2020-03-12;0;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-05-07;60;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-05-24;60;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-03-18;3;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-07-13;62;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-06-03;60;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-07-21;62;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-06-20;60;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-05-23;60;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-08-15;166;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-05-18;60;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-09-05;694;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-07-18;62;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-02-01;0;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-05-30;60;-17.6797,149.4068
France;Guadeloupe;Confirmed;2020-04-30;151;16.265,-61.551
France;Guadeloupe;Confirmed;2020-02-23;0;16.265,-61.551
France;Guadeloupe;Confirmed;2020-03-15;3;16.265,-61.551
France;Guadeloupe;Confirmed;2020-08-07;290;16.265,-61.551
France;Guadeloupe;Confirmed;2020-05-25;161;16.265,-61.551
France;Guadeloupe;Confirmed;2020-08-26;935;16.265,-61.551
France;Guadeloupe;Confirmed;2020-02-27;0;16.265,-61.551
France;Guadeloupe;Confirmed;2020-06-04;162;16.265,-61.551
France;Guadeloupe;Confirmed;2020-05-10;154;16.265,-61.551
France;Guadeloupe;Confirmed;2020-06-20;174;16.265,-61.551
France;Guadeloupe;Confirmed;2020-03-07;0;16.265,-61.551
France;Guadeloupe;Confirmed;2020-02-20;0;16.265,-61.551
France;Guadeloupe;Confirmed;2020-05-18;155;16.265,-61.551
France;Guadeloupe;Confirmed;2020-09-04;1363;16.265,-61.551
France;Guadeloupe;Confirmed;2020-08-09;290;16.265,-61.551
France;Guadeloupe;Confirmed;2020-04-25;149;16.265,-61.551
France;Guadeloupe;Confirmed;2020-04-02;128;16.265,-61.551
France;Guadeloupe;Confirmed;2020-03-01;0;16.265,-61.551
France;Guadeloupe;Confirmed;2020-04-13;143;16.265,-61.551
France;Guadeloupe;Confirmed;2020-05-06;152;16.265,-61.551
France;French Guiana;Recovered;2020-02-05;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-02-09;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-09-13;9132;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-25;8399;3.9339,-53.1258
France;French Guiana;Recovered;2020-05-17;125;3.9339,-53.1258
France;French Guiana;Recovered;2020-06-25;1096;3.9339,-53.1258
France;French Guiana;Recovered;2020-01-31;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-09-27;9500;3.9339,-53.1258
France;French Guiana;Recovered;2020-09-26;9500;3.9339,-53.1258
France;French Polynesia;Recovered;2020-04-20;19;-17.6797,149.4068
France;French Polynesia;Recovered;2020-06-07;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-05-09;56;-17.6797,149.4068
France;French Polynesia;Recovered;2020-09-15;672;-17.6797,149.4068
France;French Polynesia;Recovered;2020-09-16;672;-17.6797,149.4068
France;Guadeloupe;Recovered;2020-08-04;179;16.265,-61.551
France;Guadeloupe;Recovered;2020-04-17;67;16.265,-61.551
France;Guadeloupe;Recovered;2020-04-26;82;16.265,-61.551
France;Guadeloupe;Recovered;2020-02-20;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-03-13;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-08-21;289;16.265,-61.551
France;Martinique;Recovered;2020-01-25;0;14.6415,-61.0242
France;Martinique;Recovered;2020-08-07;98;14.6415,-61.0242
France;Martinique;Recovered;2020-05-28;91;14.6415,-61.0242
France;Martinique;Recovered;2020-09-07;98;14.6415,-61.0242
France;Martinique;Recovered;2020-07-05;98;14.6415,-61.0242
France;Martinique;Recovered;2020-05-02;83;14.6415,-61.0242
France;Martinique;Recovered;2020-05-10;83;14.6415,-61.0242
France;Martinique;Recovered;2020-08-19;98;14.6415,-61.0242
France;Martinique;Recovered;2020-07-30;98;14.6415,-61.0242
France;Martinique;Recovered;2020-04-02;27;14.6415,-61.0242
France;Mayotte;Recovered;2020-08-12;2835;-12.8275,45.166244
France;Mayotte;Recovered;2020-09-12;2964;-12.8275,45.166244
France;Mayotte;Recovered;2020-02-03;0;-12.8275,45.166244
France;Mayotte;Recovered;2020-09-17;2964;-12.8275,45.166244
France;Mayotte;Recovered;2020-02-04;0;-12.8275,45.166244
France;Mayotte;Recovered;2020-09-23;2964;-12.8275,45.166244
France;New Caledonia;Recovered;2020-08-04;22;-20.904305,165.618042
France;New Caledonia;Recovered;2020-08-07;22;-20.904305,165.618042
France;New Caledonia;Recovered;2020-07-04;21;-20.904305,165.618042
France;New Caledonia;Recovered;2020-09-02;23;-20.904305,165.618042
France;New Caledonia;Recovered;2020-01-22;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-07-03;21;-20.904305,165.618042
France;New Caledonia;Recovered;2020-03-31;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-08-09;22;-20.904305,165.618042
France;New Caledonia;Recovered;2020-04-13;1;-20.904305,165.618042
France;New Caledonia;Recovered;2020-04-21;17;-20.904305,165.618042
France;Reunion;Recovered;2020-02-23;0;-21.1151,55.5364
France;Reunion;Recovered;2020-07-08;472;-21.1151,55.5364
France;Reunion;Recovered;2020-06-08;447;-21.1151,55.5364
France;Reunion;Recovered;2020-04-19;237;-21.1151,55.5364
France;Reunion;Recovered;2020-03-19;0;-21.1151,55.5364
France;Reunion;Recovered;2020-04-07;40;-21.1151,55.5364
France;Reunion;Recovered;2020-08-28;692;-21.1151,55.5364
France;Reunion;Recovered;2020-08-29;880;-21.1151,55.5364
France;Reunion;Recovered;2020-07-01;472;-21.1151,55.5364
France;Saint Barthelemy;Recovered;2020-02-16;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-02-06;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-07;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-04-11;1;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-03-17;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-02-20;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-09;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-09-19;16;17.9,-62.8333
France;Saint Pierre and Miquelon;Recovered;2020-02-16;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-07-21;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-04-12;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-06-09;1;46.8852,-56.3159
France;St Martin;Recovered;2020-01-25;0;18.0708,-63.0501
France;St Martin;Recovered;2020-06-16;36;18.0708,-63.0501
France;St Martin;Recovered;2020-09-03;79;18.0708,-63.0501
France;St Martin;Recovered;2020-08-05;41;18.0708,-63.0501
France;St Martin;Recovered;2020-07-21;39;18.0708,-63.0501
France;St Martin;Recovered;2020-09-28;273;18.0708,-63.0501
France;St Martin;Recovered;2020-04-07;7;18.0708,-63.0501
France;St Martin;Recovered;2020-07-15;37;18.0708,-63.0501
France;St Martin;Recovered;2020-07-26;41;18.0708,-63.0501
France;St Martin;Recovered;2020-03-01;0;18.0708,-63.0501
France;St Martin;Recovered;2020-02-04;0;18.0708,-63.0501
France;St Martin;Recovered;2020-09-15;206;18.0708,-63.0501
France;St Martin;Recovered;2020-06-19;36;18.0708,-63.0501
France;;Recovered;2020-01-26;0;46.2276,2.2137
France;;Recovered;2020-04-03;14008;46.2276,2.2137
France;;Recovered;2020-06-27;71455;46.2276,2.2137
France;;Recovered;2020-09-14;75139;46.2276,2.2137
France;;Recovered;2020-04-22;39988;46.2276,2.2137
France;;Recovered;2020-06-22;70737;46.2276,2.2137
France;;Recovered;2020-07-13;72180;46.2276,2.2137
France;;Recovered;2020-02-03;0;46.2276,2.2137
France;;Recovered;2020-08-15;71971;46.2276,2.2137
France;;Recovered;2020-09-27;77692;46.2276,2.2137
France;Martinique;Deaths;2020-09-11;18;14.6415,-61.0242
France;Martinique;Deaths;2020-08-14;16;14.6415,-61.0242
France;Martinique;Deaths;2020-06-20;14;14.6415,-61.0242
France;Martinique;Deaths;2020-09-16;18;14.6415,-61.0242
France;Martinique;Deaths;2020-06-14;14;14.6415,-61.0242
France;Mayotte;Deaths;2020-09-22;40;-12.8275,45.166244
France;Mayotte;Deaths;2020-05-08;10;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-25;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-05-05;9;-12.8275,45.166244
France;Mayotte;Deaths;2020-04-22;4;-12.8275,45.166244
France;Mayotte;Deaths;2020-09-02;40;-12.8275,45.166244
France;Mayotte;Deaths;2020-07-21;38;-12.8275,45.166244
France;Mayotte;Deaths;2020-09-28;40;-12.8275,45.166244
France;Mayotte;Deaths;2020-02-20;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-08;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-26;0;-12.8275,45.166244
France;New Caledonia;Deaths;2020-09-03;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-04-08;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-05-03;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-06-20;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-03-06;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-09-18;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-09-16;0;-20.904305,165.618042
France;Reunion;Deaths;2020-06-17;1;-21.1151,55.5364
France;Reunion;Deaths;2020-04-09;0;-21.1151,55.5364
France;Reunion;Deaths;2020-03-12;0;-21.1151,55.5364
France;Reunion;Deaths;2020-04-19;0;-21.1151,55.5364
France;Reunion;Deaths;2020-03-04;0;-21.1151,55.5364
France;Reunion;Deaths;2020-07-19;3;-21.1151,55.5364
France;Reunion;Deaths;2020-05-27;1;-21.1151,55.5364
France;Saint Barthelemy;Deaths;2020-03-12;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-06-18;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-05-05;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-03-21;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-02-14;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-04-07;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-02-11;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-07-14;0;17.9,-62.8333
France;Saint Pierre and Miquelon;Deaths;2020-07-05;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-04-20;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-06-26;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-09-28;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-04-14;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-07-15;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-04-24;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-03-13;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-08-21;0;46.8852,-56.3159
France;St Martin;Deaths;2020-06-02;3;18.0708,-63.0501
France;St Martin;Deaths;2020-05-08;3;18.0708,-63.0501
France;St Martin;Deaths;2020-09-07;6;18.0708,-63.0501
France;St Martin;Deaths;2020-03-14;0;18.0708,-63.0501
France;St Martin;Deaths;2020-07-28;3;18.0708,-63.0501
France;St Martin;Deaths;2020-04-20;2;18.0708,-63.0501
France;St Martin;Deaths;2020-02-13;0;18.0708,-63.0501
France;;Deaths;2020-07-27;30096;46.2276,2.2137
France;;Deaths;2020-08-08;30202;46.2276,2.2137
France;;Deaths;2020-09-14;30790;46.2276,2.2137
France;;Deaths;2020-09-24;31333;46.2276,2.2137
France;;Deaths;2020-07-03;29812;46.2276,2.2137
France;;Deaths;2020-03-09;19;46.2276,2.2137
France;;Deaths;2020-06-11;29287;46.2276,2.2137
France;Martinique;Confirmed;2020-07-04;249;14.6415,-61.0242
France;Martinique;Confirmed;2020-02-19;0;14.6415,-61.0242
France;Martinique;Confirmed;2020-04-18;158;14.6415,-61.0242
France;Martinique;Confirmed;2020-06-03;200;14.6415,-61.0242
France;Martinique;Confirmed;2020-09-24;1290;14.6415,-61.0242
France;Martinique;Confirmed;2020-04-07;152;14.6415,-61.0242
France;Martinique;Confirmed;2020-04-14;157;14.6415,-61.0242
France;Martinique;Confirmed;2020-04-24;170;14.6415,-61.0242
France;Martinique;Confirmed;2020-02-26;0;14.6415,-61.0242
France;Mayotte;Confirmed;2020-04-15;217;-12.8275,45.166244
France;Mayotte;Confirmed;2020-09-29;3541;-12.8275,45.166244
France;Mayotte;Confirmed;2020-06-16;2333;-12.8275,45.166244
France;Mayotte;Confirmed;2020-09-11;3374;-12.8275,45.166244
France;Mayotte;Confirmed;2020-04-19;271;-12.8275,45.166244
France;Mayotte;Confirmed;2020-05-21;1475;-12.8275,45.166244
France;Mayotte;Confirmed;2020-06-12;2268;-12.8275,45.166244
France;Mayotte;Confirmed;2020-07-28;2900;-12.8275,45.166244
France;Mayotte;Confirmed;2020-07-31;2962;-12.8275,45.166244
France;Mayotte;Confirmed;2020-02-03;0;-12.8275,45.166244
France;Mayotte;Confirmed;2020-06-13;2282;-12.8275,45.166244
France;Mayotte;Confirmed;2020-06-20;2404;-12.8275,45.166244
France;Mayotte;Confirmed;2020-08-13;3119;-12.8275,45.166244
France;Mayotte;Confirmed;2020-03-10;0;-12.8275,45.166244
France;Mayotte;Confirmed;2020-05-01;539;-12.8275,45.166244
France;Mayotte;Confirmed;2020-07-30;2962;-12.8275,45.166244
France;Mayotte;Confirmed;2020-09-25;3541;-12.8275,45.166244
France;Mayotte;Confirmed;2020-04-10;191;-12.8275,45.166244
France;Mayotte;Confirmed;2020-07-01;2643;-12.8275,45.166244
France;Mayotte;Confirmed;2020-01-24;0;-12.8275,45.166244
France;New Caledonia;Confirmed;2020-01-25;0;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-07-04;21;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-05-28;19;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-06-08;20;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-07-05;21;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-08-29;23;-20.904305,165.618042
France;Reunion;Confirmed;2020-07-27;657;-21.1151,55.5364
France;Reunion;Confirmed;2020-07-04;536;-21.1151,55.5364
France;Reunion;Confirmed;2020-02-24;0;-21.1151,55.5364
France;Reunion;Confirmed;2020-04-18;407;-21.1151,55.5364
France;Reunion;Confirmed;2020-03-21;45;-21.1151,55.5364
France;Saint Barthelemy;Confirmed;2020-04-23;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-06-22;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-08-01;9;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-04-05;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-02-14;0;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-04-14;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-03-04;3;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-09-16;23;17.9,-62.8333
France;Saint Pierre and Miquelon;Confirmed;2020-08-17;4;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-07-04;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-04-11;1;46.8852,-56.3159
France;St Martin;Confirmed;2020-04-15;35;18.0708,-63.0501
France;St Martin;Confirmed;2020-01-25;0;18.0708,-63.0501
France;St Martin;Confirmed;2020-05-25;40;18.0708,-63.0501
France;St Martin;Confirmed;2020-02-28;0;18.0708,-63.0501
France;St Martin;Confirmed;2020-08-23;176;18.0708,-63.0501
France;;Confirmed;2020-04-27;164589;46.2276,2.2137
France;;Confirmed;2020-06-16;190223;46.2276,2.2137
France;;Confirmed;2020-06-27;193152;46.2276,2.2137
France;;Confirmed;2020-03-20;12612;46.2276,2.2137
France;;Confirmed;2020-06-04;186118;46.2276,2.2137
France;;Confirmed;2020-08-10;226384;46.2276,2.2137
France;Martinique;Deaths;2020-07-24;15;14.6415,-61.0242
France;Martinique;Deaths;2020-06-18;14;14.6415,-61.0242
France;Martinique;Deaths;2020-04-23;14;14.6415,-61.0242
France;Martinique;Deaths;2020-01-22;0;14.6415,-61.0242
France;Martinique;Deaths;2020-05-17;14;14.6415,-61.0242
France;Martinique;Deaths;2020-02-29;0;14.6415,-61.0242
France;Martinique;Deaths;2020-07-17;15;14.6415,-61.0242
France;Mayotte;Deaths;2020-03-11;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-28;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-19;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-06-04;25;-12.8275,45.166244
France;Mayotte;Deaths;2020-06-21;31;-12.8275,45.166244
France;Mayotte;Deaths;2020-08-20;39;-12.8275,45.166244
France;Mayotte;Deaths;2020-07-11;37;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-05;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-09-23;40;-12.8275,45.166244
France;New Caledonia;Deaths;2020-07-27;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-02-06;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-02-09;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-01-28;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-08-18;0;-20.904305,165.618042
France;Reunion;Deaths;2020-08-04;4;-21.1151,55.5364
France;Reunion;Deaths;2020-03-25;0;-21.1151,55.5364
France;Reunion;Deaths;2020-05-21;1;-21.1151,55.5364
France;Reunion;Deaths;2020-07-28;4;-21.1151,55.5364
France;Reunion;Deaths;2020-06-22;1;-21.1151,55.5364
France;Reunion;Deaths;2020-09-01;9;-21.1151,55.5364
France;Reunion;Deaths;2020-06-20;1;-21.1151,55.5364
France;Reunion;Deaths;2020-08-18;5;-21.1151,55.5364
France;Reunion;Deaths;2020-06-19;1;-21.1151,55.5364
France;Saint Barthelemy;Deaths;2020-09-29;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-07-16;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-02-08;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-03-11;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-09-20;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-01-30;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-05-19;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-06-07;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-03-03;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-03-10;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-05-29;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-09-06;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-04-10;0;17.9,-62.8333
France;Saint Pierre and Miquelon;Deaths;2020-07-16;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-08-27;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-06-22;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-06-13;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-03-08;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-05-13;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-08-06;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-04-10;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-08-16;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-06-14;0;46.8852,-56.3159
France;St Martin;Deaths;2020-04-15;2;18.0708,-63.0501
France;St Martin;Deaths;2020-07-29;3;18.0708,-63.0501
France;St Martin;Deaths;2020-09-04;6;18.0708,-63.0501
France;St Martin;Deaths;2020-07-26;3;18.0708,-63.0501
France;St Martin;Deaths;2020-09-05;6;18.0708,-63.0501
France;St Martin;Deaths;2020-03-01;0;18.0708,-63.0501
France;St Martin;Deaths;2020-06-23;3;18.0708,-63.0501
France;St Martin;Deaths;2020-07-25;3;18.0708,-63.0501
France;;Deaths;2020-06-17;29512;46.2276,2.2137
France;;Deaths;2020-05-25;28407;46.2276,2.2137
France;;Deaths;2020-09-13;30735;46.2276,2.2137
France;;Deaths;2020-05-05;25498;46.2276,2.2137
France;;Deaths;2020-01-28;0;46.2276,2.2137
France;;Deaths;2020-06-03;28967;46.2276,2.2137
France;;Deaths;2020-06-28;29704;46.2276,2.2137
France;;Deaths;2020-05-15;27485;46.2276,2.2137
France;;Deaths;2020-09-27;31483;46.2276,2.2137
France;;Deaths;2020-09-06;30573;46.2276,2.2137
France;French Guiana;Recovered;2020-02-16;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-27;8508;3.9339,-53.1258
France;French Guiana;Recovered;2020-07-06;1984;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-20;8189;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-21;8251;3.9339,-53.1258
France;French Guiana;Recovered;2020-07-20;4714;3.9339,-53.1258
France;French Polynesia;Recovered;2020-09-03;336;-17.6797,149.4068
France;French Polynesia;Recovered;2020-07-09;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-06-12;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-08-25;148;-17.6797,149.4068
France;French Polynesia;Recovered;2020-06-13;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-01-22;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-02-13;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-14;0;-17.6797,149.4068
France;Guadeloupe;Recovered;2020-07-23;172;16.265,-61.551
France;Guadeloupe;Recovered;2020-02-06;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-06-08;144;16.265,-61.551
France;Guadeloupe;Recovered;2020-05-05;98;16.265,-61.551
France;Guadeloupe;Recovered;2020-08-05;179;16.265,-61.551
France;Guadeloupe;Recovered;2020-06-07;144;16.265,-61.551
