Zone;Sub Zone;Category;Date;Count;Location
France;French Guiana;Deaths;2020-04-03;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-04-16;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-03-20;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-04-17;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-21;39;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-15;33;3.9339,-53.1258
France;French Guiana;Deaths;2020-08-02;43;3.9339,-53.1258
France;French Guiana;Deaths;2020-02-22;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-05-30;1;3.9339,-53.1258
France;French Guiana;Deaths;2020-05-29;1;3.9339,-53.1258
France;French Guiana;Deaths;2020-09-23;65;3.9339,-53.1258
France;French Polynesia;Deaths;2020-03-12;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-03-30;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-09-13;2;-17.6797,149.4068
France;French Polynesia;Deaths;2020-03-29;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-04-18;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-03-05;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-02-25;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-09-05;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-06-05;0;-17.6797,149.4068
France;Guadeloupe;Deaths;2020-09-03;18;16.265,-61.551
France;Guadeloupe;Deaths;2020-08-05;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-02-21;0;16.265,-61.551
France;Guadeloupe;Deaths;2020-04-17;8;16.265,-61.551
France;Guadeloupe;Deaths;2020-04-05;7;16.265,-61.551
France;Guadeloupe;Deaths;2020-03-17;0;16.265,-61.551
France;Guadeloupe;Deaths;2020-06-20;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-08-20;15;16.265,-61.551
France;Guadeloupe;Deaths;2020-03-03;0;16.265,-61.551
France;Guadeloupe;Deaths;2020-03-05;0;16.265,-61.551
France;Guadeloupe;Deaths;2020-07-07;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-07-20;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-03-22;1;16.265,-61.551
France;Martinique;Deaths;2020-04-27;14;14.6415,-61.0242
France;French Guiana;Confirmed;2020-02-23;0;3.9339,-53.1258
France;French Guiana;Confirmed;2020-08-07;8204;3.9339,-53.1258
France;French Guiana;Confirmed;2020-07-10;5704;3.9339,-53.1258
France;French Guiana;Confirmed;2020-05-18;210;3.9339,-53.1258
France;French Guiana;Confirmed;2020-05-14;164;3.9339,-53.1258
France;French Guiana;Confirmed;2020-03-09;5;3.9339,-53.1258
France;French Polynesia;Confirmed;2020-04-03;39;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-08-17;211;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-03-23;18;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-02-19;0;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-02-07;0;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-03-27;30;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-08-13;139;-17.6797,149.4068
France;French Polynesia;Confirmed;2020-03-10;0;-17.6797,149.4068
France;Guadeloupe;Confirmed;2020-09-26;4487;16.265,-61.551
France;Martinique;Deaths;2020-08-27;16;14.6415,-61.0242
France;Martinique;Deaths;2020-06-12;14;14.6415,-61.0242
France;Martinique;Deaths;2020-05-05;14;14.6415,-61.0242
France;Martinique;Deaths;2020-06-26;14;14.6415,-61.0242
France;Martinique;Deaths;2020-08-20;16;14.6415,-61.0242
France;Martinique;Deaths;2020-06-05;14;14.6415,-61.0242
France;Martinique;Deaths;2020-09-23;20;14.6415,-61.0242
France;Martinique;Deaths;2020-04-13;6;14.6415,-61.0242
France;Mayotte;Deaths;2020-09-11;40;-12.8275,45.166244
France;Mayotte;Deaths;2020-02-05;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-08-12;39;-12.8275,45.166244
France;Mayotte;Deaths;2020-04-26;4;-12.8275,45.166244
France;Mayotte;Deaths;2020-08-14;39;-12.8275,45.166244
France;Mayotte;Deaths;2020-01-23;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-01;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-09-08;40;-12.8275,45.166244
France;New Caledonia;Deaths;2020-08-04;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-04-16;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-04-18;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-09-24;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-09-04;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-08-28;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-06-30;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-06-29;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-09-23;0;-20.904305,165.618042
France;New Caledonia;Deaths;2020-04-13;0;-20.904305,165.618042
France;Reunion;Deaths;2020-08-17;5;-21.1151,55.5364
France;Reunion;Deaths;2020-04-23;0;-21.1151,55.5364
France;Reunion;Deaths;2020-08-13;5;-21.1151,55.5364
France;Reunion;Deaths;2020-08-29;6;-21.1151,55.5364
France;Reunion;Deaths;2020-04-01;0;-21.1151,55.5364
France;Reunion;Deaths;2020-06-14;1;-21.1151,55.5364
France;Saint Barthelemy;Deaths;2020-08-08;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-05-02;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-09-10;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-07-10;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-05-18;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-05-13;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-06-10;0;17.9,-62.8333
France;Saint Barthelemy;Deaths;2020-08-22;0;17.9,-62.8333
France;Saint Pierre and Miquelon;Deaths;2020-07-24;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-09-03;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-07-22;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-07-31;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-09-02;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-05-19;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-05-09;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-01-31;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-05-18;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-09-17;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-09-23;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-08-18;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-05-06;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Deaths;2020-07-01;0;46.8852,-56.3159
France;St Martin;Deaths;2020-04-27;3;18.0708,-63.0501
France;St Martin;Deaths;2020-06-17;3;18.0708,-63.0501
France;St Martin;Deaths;2020-02-19;0;18.0708,-63.0501
France;St Martin;Deaths;2020-09-10;6;18.0708,-63.0501
France;St Martin;Deaths;2020-09-01;5;18.0708,-63.0501
France;St Martin;Deaths;2020-04-04;2;18.0708,-63.0501
France;St Martin;Deaths;2020-03-17;0;18.0708,-63.0501
France;St Martin;Deaths;2020-03-04;0;18.0708,-63.0501
France;;Deaths;2020-05-04;25168;46.2276,2.2137
France;;Deaths;2020-05-18;28193;46.2276,2.2137
France;;Deaths;2020-08-06;30185;46.2276,2.2137
France;;Deaths;2020-09-05;30575;46.2276,2.2137
France;;Deaths;2020-05-30;28720;46.2276,2.2137
France;French Guiana;Recovered;2020-03-15;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-06-02;207;3.9339,-53.1258
France;French Guiana;Recovered;2020-07-18;4272;3.9339,-53.1258
France;French Guiana;Recovered;2020-06-05;321;3.9339,-53.1258
France;French Guiana;Recovered;2020-09-16;9235;3.9339,-53.1258
France;French Guiana;Recovered;2020-07-01;1602;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-24;8363;3.9339,-53.1258
France;French Polynesia;Recovered;2020-07-27;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-23;36;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-19;2;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-16;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-08;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-01-28;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-03-31;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-02-20;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-01-31;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-06;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-03-10;0;-17.6797,149.4068
France;Guadeloupe;Recovered;2020-06-06;144;16.265,-61.551
France;Guadeloupe;Recovered;2020-04-03;24;16.265,-61.551
France;Guadeloupe;Recovered;2020-04-22;73;16.265,-61.551
France;Guadeloupe;Recovered;2020-08-25;289;16.265,-61.551
France;Guadeloupe;Recovered;2020-02-21;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-06-04;138;16.265,-61.551
France;Guadeloupe;Recovered;2020-03-05;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-03-02;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-08-11;186;16.265,-61.551
France;Guadeloupe;Recovered;2020-08-22;289;16.265,-61.551
France;Martinique;Recovered;2020-08-29;98;14.6415,-61.0242
France;Martinique;Recovered;2020-04-01;27;14.6415,-61.0242
France;Martinique;Recovered;2020-02-26;0;14.6415,-61.0242
France;Mayotte;Recovered;2020-06-16;2058;-12.8275,45.166244
France;Mayotte;Recovered;2020-07-28;2672;-12.8275,45.166244
France;Mayotte;Recovered;2020-01-30;0;-12.8275,45.166244
France;Mayotte;Recovered;2020-08-30;2964;-12.8275,45.166244
France;Mayotte;Recovered;2020-02-17;0;-12.8275,45.166244
France;Mayotte;Recovered;2020-05-19;627;-12.8275,45.166244
France;Mayotte;Recovered;2020-06-28;2218;-12.8275,45.166244
France;Mayotte;Recovered;2020-08-28;2964;-12.8275,45.166244
France;Mayotte;Recovered;2020-06-15;2058;-12.8275,45.166244
France;Mayotte;Recovered;2020-09-19;2964;-12.8275,45.166244
France;Mayotte;Recovered;2020-02-26;0;-12.8275,45.166244
France;New Caledonia;Recovered;2020-03-12;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-01-27;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-03-30;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-03-20;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-07-12;21;-20.904305,165.618042
France;New Caledonia;Recovered;2020-02-10;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-08-18;22;-20.904305,165.618042
France;New Caledonia;Recovered;2020-06-14;20;-20.904305,165.618042
France;New Caledonia;Recovered;2020-08-24;23;-20.904305,165.618042
France;Reunion;Recovered;2020-04-15;237;-21.1151,55.5364
France;Reunion;Recovered;2020-07-04;472;-21.1151,55.5364
France;Reunion;Recovered;2020-02-27;0;-21.1151,55.5364
France;Reunion;Recovered;2020-03-18;0;-21.1151,55.5364
France;Reunion;Recovered;2020-02-12;0;-21.1151,55.5364
France;Reunion;Recovered;2020-06-07;411;-21.1151,55.5364
France;Reunion;Recovered;2020-04-14;40;-21.1151,55.5364
France;Reunion;Recovered;2020-09-25;2819;-21.1151,55.5364
France;Saint Barthelemy;Recovered;2020-01-25;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-08;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-03-21;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-04-05;1;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-10;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-07-21;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-06-20;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-03-08;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-07-30;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-26;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-03-02;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-04-24;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-03-04;0;17.9,-62.8333
France;Saint Pierre and Miquelon;Recovered;2020-09-29;6;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-08-31;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-07-31;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-06-28;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-05-09;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-09-04;5;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-08-29;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-05-01;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-09-19;5;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-02-04;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-05-16;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-07-01;1;46.8852,-56.3159
France;St Martin;Recovered;2020-04-30;24;18.0708,-63.0501
France;St Martin;Recovered;2020-08-04;41;18.0708,-63.0501
France;St Martin;Recovered;2020-02-16;0;18.0708,-63.0501
France;St Martin;Recovered;2020-03-20;0;18.0708,-63.0501
France;St Martin;Recovered;2020-02-07;0;18.0708,-63.0501
France;St Martin;Recovered;2020-05-17;30;18.0708,-63.0501
France;St Martin;Recovered;2020-08-14;49;18.0708,-63.0501
France;St Martin;Recovered;2020-05-18;30;18.0708,-63.0501
France;St Martin;Recovered;2020-08-10;44;18.0708,-63.0501
France;St Martin;Recovered;2020-02-10;0;18.0708,-63.0501
France;St Martin;Recovered;2020-08-22;52;18.0708,-63.0501
France;;Recovered;2020-07-16;71910;46.2276,2.2137
France;;Recovered;2020-07-08;72133;46.2276,2.2137
France;;Recovered;2020-02-06;0;46.2276,2.2137
France;;Recovered;2020-04-16;32297;46.2276,2.2137
France;;Recovered;2020-03-29;7202;46.2276,2.2137
France;;Recovered;2020-07-28;71667;46.2276,2.2137
France;;Recovered;2020-04-26;44125;46.2276,2.2137
France;;Recovered;2020-06-01;66120;46.2276,2.2137
France;;Recovered;2020-07-15;71774;46.2276,2.2137
France;;Recovered;2020-06-10;69032;46.2276,2.2137
France;;Recovered;2020-08-02;71511;46.2276,2.2137
France;;Recovered;2020-02-01;0;46.2276,2.2137
France;;Recovered;2020-03-01;12;46.2276,2.2137
France;;Recovered;2020-06-29;71595;46.2276,2.2137
France;;Recovered;2020-09-26;77692;46.2276,2.2137
France;;Recovered;2020-08-18;72003;46.2276,2.2137
France;;Recovered;2020-07-07;72363;46.2276,2.2137
France;Martinique;Confirmed;2020-07-05;249;14.6415,-61.0242
France;Martinique;Confirmed;2020-06-22;236;14.6415,-61.0242
France;Martinique;Confirmed;2020-05-06;182;14.6415,-61.0242
France;Mayotte;Confirmed;2020-03-18;3;-12.8275,45.166244
France;Mayotte;Confirmed;2020-04-04;134;-12.8275,45.166244
France;Mayotte;Confirmed;2020-08-14;3119;-12.8275,45.166244
France;Mayotte;Confirmed;2020-05-13;1143;-12.8275,45.166244
France;Mayotte;Confirmed;2020-09-23;3541;-12.8275,45.166244
France;Mayotte;Confirmed;2020-07-07;2688;-12.8275,45.166244
France;New Caledonia;Confirmed;2020-06-17;21;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-06-02;20;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-04-20;18;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-09-12;26;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-05-10;18;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-09-28;27;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-04-28;18;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-05-14;18;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-01-29;0;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-04-13;18;-20.904305,165.618042
France;New Caledonia;Confirmed;2020-01-24;0;-20.904305,165.618042
France;Reunion;Confirmed;2020-05-08;426;-21.1151,55.5364
France;Reunion;Confirmed;2020-06-12;488;-21.1151,55.5364
France;Reunion;Confirmed;2020-08-25;1292;-21.1151,55.5364
France;Reunion;Confirmed;2020-04-04;334;-21.1151,55.5364
France;Reunion;Confirmed;2020-09-09;2416;-21.1151,55.5364
France;Reunion;Confirmed;2020-04-13;391;-21.1151,55.5364
France;Reunion;Confirmed;2020-05-16;443;-21.1151,55.5364
France;Saint Barthelemy;Confirmed;2020-07-24;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-09-03;18;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-06-25;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-05-03;6;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-03-03;0;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-09-09;21;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-09-23;45;17.9,-62.8333
France;Saint Barthelemy;Confirmed;2020-05-27;6;17.9,-62.8333
France;Saint Pierre and Miquelon;Confirmed;2020-08-12;4;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-05-24;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-04-17;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-08-28;5;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-03-05;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-06-29;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-08-22;5;46.8852,-56.3159
France;Saint Pierre and Miquelon;Confirmed;2020-03-22;0;46.8852,-56.3159
France;St Martin;Confirmed;2020-07-27;49;18.0708,-63.0501
France;St Martin;Confirmed;2020-07-23;46;18.0708,-63.0501
France;St Martin;Confirmed;2020-07-22;46;18.0708,-63.0501
France;St Martin;Confirmed;2020-04-20;37;18.0708,-63.0501
France;;Confirmed;2020-03-16;6633;46.2276,2.2137
France;;Confirmed;2020-08-25;270455;46.2276,2.2137
France;;Confirmed;2020-04-12;120633;46.2276,2.2137
France;;Confirmed;2020-05-06;172465;46.2276,2.2137
France;French Guiana;Recovered;2020-02-08;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-02-12;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-05-04;100;3.9339,-53.1258
France;French Guiana;Recovered;2020-06-07;383;3.9339,-53.1258
France;French Guiana;Recovered;2020-03-27;6;3.9339,-53.1258
France;French Guiana;Recovered;2020-04-28;93;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-28;8586;3.9339,-53.1258
France;French Guiana;Recovered;2020-08-10;7549;3.9339,-53.1258
France;French Guiana;Recovered;2020-02-29;0;3.9339,-53.1258
France;French Guiana;Recovered;2020-09-08;8946;3.9339,-53.1258
France;French Polynesia;Recovered;2020-06-17;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-08-17;68;-17.6797,149.4068
France;French Polynesia;Recovered;2020-03-20;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-07-02;60;-17.6797,149.4068
France;French Polynesia;Recovered;2020-07-29;62;-17.6797,149.4068
France;French Polynesia;Recovered;2020-04-18;2;-17.6797,149.4068
France;French Polynesia;Recovered;2020-08-05;62;-17.6797,149.4068
France;French Polynesia;Recovered;2020-03-06;0;-17.6797,149.4068
France;French Polynesia;Recovered;2020-09-18;873;-17.6797,149.4068
France;French Polynesia;Recovered;2020-02-22;0;-17.6797,149.4068
France;Guadeloupe;Recovered;2020-03-12;0;16.265,-61.551
France;Guadeloupe;Recovered;2020-06-27;157;16.265,-61.551
France;Guadeloupe;Recovered;2020-04-07;31;16.265,-61.551
France;Guadeloupe;Recovered;2020-07-18;172;16.265,-61.551
France;Guadeloupe;Recovered;2020-06-14;157;16.265,-61.551
France;Martinique;Recovered;2020-06-18;98;14.6415,-61.0242
France;Martinique;Recovered;2020-02-09;0;14.6415,-61.0242
France;Martinique;Recovered;2020-09-01;98;14.6415,-61.0242
France;Martinique;Recovered;2020-09-04;98;14.6415,-61.0242
France;Martinique;Recovered;2020-02-02;0;14.6415,-61.0242
France;Martinique;Recovered;2020-07-18;98;14.6415,-61.0242
France;Martinique;Recovered;2020-05-06;83;14.6415,-61.0242
France;Mayotte;Recovered;2020-06-17;2066;-12.8275,45.166244
France;Mayotte;Recovered;2020-07-23;2650;-12.8275,45.166244
France;Mayotte;Recovered;2020-08-11;2835;-12.8275,45.166244
France;New Caledonia;Recovered;2020-03-25;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-03-05;0;-20.904305,165.618042
France;New Caledonia;Recovered;2020-02-01;0;-20.904305,165.618042
France;Reunion;Recovered;2020-09-03;880;-21.1151,55.5364
France;Reunion;Recovered;2020-02-16;0;-21.1151,55.5364
France;Reunion;Recovered;2020-04-23;238;-21.1151,55.5364
France;Reunion;Recovered;2020-08-12;631;-21.1151,55.5364
France;Reunion;Recovered;2020-09-13;1313;-21.1151,55.5364
France;Reunion;Recovered;2020-07-29;592;-21.1151,55.5364
France;Reunion;Recovered;2020-03-24;1;-21.1151,55.5364
France;Reunion;Recovered;2020-06-26;460;-21.1151,55.5364
France;Reunion;Recovered;2020-02-14;0;-21.1151,55.5364
France;Reunion;Recovered;2020-06-01;411;-21.1151,55.5364
France;Reunion;Recovered;2020-09-05;1313;-21.1151,55.5364
France;Reunion;Recovered;2020-03-01;0;-21.1151,55.5364
France;Saint Barthelemy;Recovered;2020-09-22;16;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-09-01;13;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-06-26;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-05-13;6;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-03-01;0;17.9,-62.8333
France;Saint Barthelemy;Recovered;2020-08-16;9;17.9,-62.8333
France;Saint Pierre and Miquelon;Recovered;2020-04-30;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-06-24;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-08-26;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-03-25;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-07-09;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-01-30;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-03-24;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-08-25;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-07-13;1;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-01-22;0;46.8852,-56.3159
France;Saint Pierre and Miquelon;Recovered;2020-06-20;1;46.8852,-56.3159
France;St Martin;Recovered;2020-04-27;24;18.0708,-63.0501
France;St Martin;Recovered;2020-04-20;19;18.0708,-63.0501
France;St Martin;Recovered;2020-04-18;19;18.0708,-63.0501
France;St Martin;Recovered;2020-01-23;0;18.0708,-63.0501
France;St Martin;Recovered;2020-06-07;33;18.0708,-63.0501
France;St Martin;Recovered;2020-06-15;36;18.0708,-63.0501
France;St Martin;Recovered;2020-05-20;33;18.0708,-63.0501
France;St Martin;Recovered;2020-05-16;30;18.0708,-63.0501
France;St Martin;Recovered;2020-07-14;37;18.0708,-63.0501
France;;Recovered;2020-05-02;49751;46.2276,2.2137
France;;Recovered;2020-06-03;67031;46.2276,2.2137
France;;Recovered;2020-06-25;71322;46.2276,2.2137
France;;Recovered;2020-09-28;77846;46.2276,2.2137
France;;Recovered;2020-02-13;2;46.2276,2.2137
France;;Recovered;2020-05-14;58300;46.2276,2.2137
France;;Recovered;2020-07-11;72200;46.2276,2.2137
France;;Recovered;2020-09-09;74867;46.2276,2.2137
France;French Guiana;Deaths;2020-07-08;22;3.9339,-53.1258
France;French Guiana;Deaths;2020-01-25;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-04-09;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-31;43;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-13;29;3.9339,-53.1258
France;French Guiana;Deaths;2020-03-21;0;3.9339,-53.1258
France;French Guiana;Deaths;2020-08-03;44;3.9339,-53.1258
France;French Guiana;Deaths;2020-06-21;6;3.9339,-53.1258
France;French Guiana;Deaths;2020-08-15;53;3.9339,-53.1258
France;French Guiana;Deaths;2020-06-01;1;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-26;41;3.9339,-53.1258
France;French Guiana;Deaths;2020-06-29;15;3.9339,-53.1258
France;French Guiana;Deaths;2020-07-01;16;3.9339,-53.1258
France;French Polynesia;Deaths;2020-02-27;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-04-16;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-12;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-02-12;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-07-13;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-14;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-02-28;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-06-10;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-20;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-04-01;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-05-06;0;-17.6797,149.4068
France;French Polynesia;Deaths;2020-03-22;0;-17.6797,149.4068
France;Guadeloupe;Deaths;2020-02-05;0;16.265,-61.551
France;Guadeloupe;Deaths;2020-06-08;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-03-24;1;16.265,-61.551
France;Guadeloupe;Deaths;2020-07-06;14;16.265,-61.551
France;Guadeloupe;Deaths;2020-04-12;8;16.265,-61.551
France;Guadeloupe;Deaths;2020-08-28;16;16.265,-61.551
France;Guadeloupe;Deaths;2020-04-24;12;16.265,-61.551
France;Martinique;Deaths;2020-07-08;14;14.6415,-61.0242
France;Martinique;Deaths;2020-03-12;0;14.6415,-61.0242
France;Martinique;Deaths;2020-06-22;14;14.6415,-61.0242
France;Martinique;Deaths;2020-01-23;0;14.6415,-61.0242
France;Martinique;Deaths;2020-01-31;0;14.6415,-61.0242
France;Martinique;Deaths;2020-04-28;14;14.6415,-61.0242
France;Martinique;Deaths;2020-06-10;14;14.6415,-61.0242
France;Martinique;Deaths;2020-07-30;15;14.6415,-61.0242
France;Mayotte;Deaths;2020-04-15;3;-12.8275,45.166244
France;Mayotte;Deaths;2020-05-11;11;-12.8275,45.166244
France;Mayotte;Deaths;2020-03-18;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-07-13;37;-12.8275,45.166244
France;Mayotte;Deaths;2020-07-06;34;-12.8275,45.166244
France;Mayotte;Deaths;2020-04-11;3;-12.8275,45.166244
France;Mayotte;Deaths;2020-09-24;40;-12.8275,45.166244
France;Mayotte;Deaths;2020-02-21;0;-12.8275,45.166244
France;Mayotte;Deaths;2020-08-13;39;-12.8275,45.166244
